t_over_ts; l_over_lb; vr_over_cs
0.000000000000000000e+00; 1.000000000000000000e+00; 1.140065307900448455e-10
8.027482954518505931e+07; 1.009262190987047614e+00; 1.167840598025203488e-10
1.593447305913210809e+08; 1.018610170155975769e+00; 1.196945127873834243e-10
2.371856011097029746e+08; 1.028044732093309266e+00; 1.227435476099301742e-10
3.137756024690047503e+08; 1.037566678745185822e+00; 1.259370464826824226e-10
3.890951770527628660e+08; 1.047176819485520216e+00; 1.292811282840559906e-10
4.631270498476343751e+08; 1.056875971184804142e+00; 1.327821616203434860e-10
5.358562228135686517e+08; 1.066664958279539333e+00; 1.364467791272723999e-10
6.072699469536139965e+08; 1.076544612842315507e+00; 1.402818921301546068e-10
6.773576933534806967e+08; 1.086515774652538235e+00; 1.442947070981568283e-10
7.461111046596071720e+08; 1.096579291267809841e+00; 1.484927421983884539e-10
8.135239424858739376e+08; 1.106736018095973551e+00; 1.528838458675164040e-10
8.795920235366672277e+08; 1.116986818467823106e+00; 1.574762154881948643e-10
9.443131495472078323e+08; 1.127332563710486735e+00; 1.622784185658186150e-10
1.007687027991661787e+09; 1.137774133221491235e+00; 1.672994128867396618e-10
1.069715195901701093e+09; 1.148312414543511073e+00; 1.725485721465820309e-10
1.130400920546191216e+09; 1.158948303439810923e+00; 1.780357055364913110e-10
1.189749129229069233e+09; 1.169682703970385207e+00; 1.837710900153158418e-10
1.247766293018776178e+09; 1.180516528568805068e+00; 1.897654900984097569e-10
1.304460357011441469e+09; 1.191450698119775886e+00; 1.960301930054286269e-10
1.359840627680354834e+09; 1.202486142037412220e+00; 2.025770360010912401e-10
1.413917688782899380e+09; 1.213623798344240834e+00; 2.094184378728739483e-10
1.466703306654314280e+09; 1.224864613750931364e+00; 2.165674377689240093e-10
1.518210333180086851e+09; 1.236209543736768612e+00; 2.240377243177675463e-10
1.568452625390089273e+09; 1.247659552630869584e+00; 2.318436825015104453e-10
1.617444947871026278e+09; 1.259215613694151026e+00; 2.400004270583510969e-10
