t_over_ts; l_over_lb; vr_over_cs
0.000000000000000000e+00; 1.000000000000000021e-02; 7.257106627681304545e-01
1.924961478222727684e-04; 1.013925407558814891e-02; 7.211216177757262535e-01
3.889252416955346061e-04; 1.028044732093309245e-02; 7.164865233206468842e-01
5.893887837288050956e-04; 1.042360673976401760e-02; 7.118055951521994329e-01
7.939915285679849215e-04; 1.056875971184804454e-02; 7.070790586570454561e-01
1.002841607169790115e-03; 1.071593399822671176e-02; 7.023071483108571655e-01
1.216050657591140815e-03; 1.086515774652537826e-02; 6.974901070697382410e-01
1.433733965841071586e-03; 1.101645949633656314e-02; 6.926281858439931050e-01
1.656010613914369288e-03; 1.116986818467823224e-02; 6.877216431936423735e-01
1.883003633024018034e-03; 1.132541315152812110e-02; 6.827707448847061267e-01
2.114840159921465169e-03; 1.148312414543511094e-02; 6.777757631796218485e-01
2.351651608765549430e-03; 1.164303132920876255e-02; 6.727369762548983667e-01
2.593573849736966613e-03; 1.180516528568804902e-02; 6.676546677210979386e-01
2.840747398195428257e-03; 1.196955702359043389e-02; 6.625291261790304809e-01
3.093317604939621341e-03; 1.213623798344241195e-02; 6.573606445025227396e-01
3.351434866130104193e-03; 1.230524004359261590e-02; 6.521495191614609110e-01
3.615254842520992246e-03; 1.247659552630869806e-02; 6.468960496400100180e-01
3.884938692855724723e-03; 1.265033720395903130e-02; 6.416005378986006091e-01
4.160653308528431370e-03; 1.282649830528060503e-02; 6.362632876932312609e-01
4.442571572558321261e-03; 1.300511252173409266e-02; 6.308846038026924008e-01
4.730872632273025284e-03; 1.318621401394748545e-02; 6.254647913563297079e-01
5.025742188016121478e-03; 1.336983741824946531e-02; 6.200041551833987974e-01
5.327372786370387567e-03; 1.355601785329368231e-02; 6.145029991757181564e-01
5.635964143280974142e-03; 1.374479092677537324e-02; 6.089616254163058295e-01
5.951723488168649510e-03; 1.393619274224142807e-02; 6.033803333625002985e-01
6.274865921411660642e-03; 1.413025990599533696e-02; 5.977594191847854788e-01
6.605614788264052226e-03; 1.432702953409830879e-02; 5.920991750672666143e-01
6.944202084903362132e-03; 1.452653925946780465e-02; 5.863998882901694243e-01
7.290868899578988385e-03; 1.472882723907502529e-02; 5.806618401259565632e-01
7.645865856908688057e-03; 1.493393216124252500e-02; 5.748853054138792773e-01
8.009453602532195723e-03; 1.514189325304352018e-02; 5.690705516011640430e-01
8.381903326796067213e-03; 1.535275028780422671e-02; 5.632178376087925153e-01
8.763497322712539284e-03; 1.556654359271061189e-02; 5.573274127829898061e-01
9.154529558060609667e-03; 1.578331405652117284e-02; 5.513995165023580780e-01
9.555306307758240289e-03; 1.600310313738700918e-02; 5.454343769173398693e-01
9.966146843593971100e-03; 1.622595287078087284e-02; 5.394322093008514507e-01
1.038738413311986707e-02; 1.645190587753662601e-02; 5.333932158795740008e-01
1.081936560846145229e-02; 1.668100537200059227e-02; 5.273175846080189189e-01
1.126245400996655696e-02; 1.691329517029648011e-02; 5.212054872886362489e-01
1.171702826475846428e-02; 1.714881969870540174e-02; 5.150570788810463485e-01
1.218348442388717499e-02; 1.738762400216250364e-02; 5.088724967708374569e-01
1.266223670698326219e-02; 1.762975375287205784e-02; 5.026518585499737402e-01
1.315371861048669072e-02; 1.787525525904235316e-02; 4.963952607001999584e-01
