t_over_ts; l_over_lb; vr_over_cs
0.000000000000000000e+00; 1.000000000000000000e+00; 9.403897360473334190e-11
9.829473799573163688e+07; 1.009262190987047614e+00; 9.441907957450292721e-11
1.970985952460516095e+08; 1.018610170155975769e+00; 9.480443074606987608e-11
2.964103085433962345e+08; 1.028044732093309266e+00; 9.519510750393536472e-11
3.962285379833804369e+08; 1.037566678745185822e+00; 9.559119160734518860e-11
4.965518660016140938e+08; 1.047176819485520216e+00; 9.599276621117099355e-11
5.973787969126514196e+08; 1.056875971184804142e+00; 9.639991589943034834e-11
6.987077563289414644e+08; 1.066664958279539333e+00; 9.681272671646859742e-11
8.005370900449185371e+08; 1.076544612842315507e+00; 9.723128618827244897e-11
9.028650640564953089e+08; 1.086515774652538235e+00; 9.765568337236470807e-11
1.005689862868383169e+09; 1.096579291267809841e+00; 9.808600886019332947e-11
1.109009588957816839e+09; 1.106736018095973551e+00; 9.852235481032044986e-11
1.212822262441601276e+09; 1.116986818467823106e+00; 9.896481498752413314e-11
1.317125820798211575e+09; 1.127332563710486735e+00; 9.941348480408113238e-11
1.421918118376851082e+09; 1.137774133221491235e+00; 9.986846135625741971e-11
1.527196924407286644e+09; 1.148312414543511073e+00; 1.003298434265424916e-10
1.632959924309312820e+09; 1.158948303439810923e+00; 1.007977315726318499e-10
1.739204717614688873e+09; 1.169682703970385207e+00; 1.012722281162152408e-10
1.845928817344575405e+09; 1.180516528568805068e+00; 1.017534371759358469e-10
1.953129649830357313e+09; 1.191450698119775886e+00; 1.022414647135222667e-10
2.060804554596403122e+09; 1.202486142037412220e+00; 1.027364185826003909e-10
2.168950784308053017e+09; 1.213623798344240834e+00; 1.032384085804243210e-10
2.277565504170856476e+09; 1.224864613750931364e+00; 1.037475464843849555e-10
2.386645789495133877e+09; 1.236209543736768612e+00; 1.042639460429769058e-10
2.496188628258730412e+09; 1.247659552630869584e+00; 1.047877231105891800e-10
2.606190918483693123e+09; 1.259215613694151026e+00; 1.053189956128448416e-10
2.716649467852219582e+09; 1.270878709202058587e+00; 1.058578835886817036e-10
2.827560993741821289e+09; 1.282649830528060475e+00; 1.064045092467047185e-10
