# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1
# Delta_f0_over_b = -1
# rs_type = aging
# V0_over_Vs = 1.000000e-10
# bar_v0_over_cs = 2.718282e-10
# Delta_T = 1.000000e+01
# V_min = 2.138
# l_ini_over_lb = 3.000000e-04
# l_fin_over_lb = 1.000000e+04
# stop_reason = 0
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0
0.00000000e+00,3.00000000e-02,5.33947698e-01,1.82099276e+12
4.68212497e-07,3.00002500e-02,5.33943491e-01,1.82096711e+12
9.36428682e-07,3.00005000e-02,5.33939285e-01,1.82094146e+12
1.40464856e-06,3.00007500e-02,5.33935078e-01,1.82091581e+12
1.87287212e-06,3.00010000e-02,5.33930871e-01,1.82089016e+12
4.21404527e-06,3.00022500e-02,5.33909838e-01,1.82076193e+12
6.55531066e-06,3.00035000e-02,5.33888805e-01,1.82063370e+12
8.89666828e-06,3.00047500e-02,5.33867772e-01,1.82050548e+12
1.12381181e-05,3.00060000e-02,5.33846740e-01,1.82037727e+12
2.29467513e-05,3.00122500e-02,5.33741582e-01,1.81973637e+12
3.46576915e-05,3.00185000e-02,5.33636432e-01,1.81909573e+12
4.63709394e-05,3.00247500e-02,5.33531289e-01,1.81845533e+12
5.80864957e-05,3.00310000e-02,5.33426153e-01,1.81781519e+12
1.16698931e-04,3.00622500e-02,5.32900585e-01,1.81461820e+12
1.75369191e-04,3.00935000e-02,5.32375199e-01,1.81142743e+12
2.34097369e-04,3.01247500e-02,5.31849996e-01,1.80824287e+12
2.92883560e-04,3.01560000e-02,5.31324976e-01,1.80506448e+12
5.87688020e-04,3.03122500e-02,5.28702616e-01,1.78926464e+12
8.83957067e-04,3.04685000e-02,5.26084815e-01,1.77361653e+12
1.18170274e-03,3.06247500e-02,5.23471561e-01,1.75811786e+12
1.48093723e-03,3.07810000e-02,5.20862845e-01,1.74276639e+12
2.05838855e-03,3.10803305e-02,5.15877916e-01,1.71376037e+12
2.64143753e-03,3.13796611e-02,5.10909511e-01,1.68527137e+12
3.23017467e-03,3.16789916e-02,5.05957539e-01,1.65728484e+12
3.82469274e-03,3.19783222e-02,5.01021901e-01,1.62978680e+12
4.42998753e-03,3.22800839e-02,4.96062603e-01,1.60254617e+12
