# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1
# Delta_f0_over_b = 1
# rs_type = aging
# V0_over_Vs = 1.000000e-10
# bar_v0_over_cs = 3.678794e-11
# Delta_T = 2.000000e+00
# V_min = 2.138
# l_ini_over_lb = 3.000000e-05
# l_fin_over_lb = 1.000000e+04
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0
0.00000000e+00,3.00000000e-05,9.98700082e-01,5.40053584e+14
1.55243018e-06,3.15503133e-05,9.98571867e-01,5.13484728e+14
3.10506401e-06,3.31006267e-05,9.98438113e-01,4.89403303e+14
4.65791010e-06,3.46509400e-05,9.98298865e-01,4.67475514e+14
6.21097705e-06,3.62012533e-05,9.98154163e-01,4.47424608e+14
7.76427341e-06,3.77515666e-05,9.98004047e-01,4.29019287e+14
9.31780762e-06,3.93018800e-05,9.97848557e-01,4.12064899e+14
1.08715881e-05,4.08521933e-05,9.97687730e-01,3.96396295e+14
1.24256231e-05,4.24025066e-05,9.97521603e-01,3.81872418e+14
1.39569236e-05,4.39298833e-05,9.97352784e-01,3.68564902e+14
1.54884872e-05,4.54572600e-05,9.97178888e-01,3.56150747e+14
1.70203218e-05,4.69846367e-05,9.96999947e-01,3.44542847e+14
1.85524353e-05,4.85120134e-05,9.96815994e-01,3.33665040e+14
2.02201995e-05,5.01742966e-05,9.96610131e-01,3.22578095e+14
2.18883131e-05,5.18365798e-05,9.96398406e-01,3.12201291e+14
2.35567861e-05,5.34988630e-05,9.96180858e-01,3.02468446e+14
2.52256284e-05,5.51611461e-05,9.95957523e-01,2.93321339e+14
2.70364853e-05,5.69644584e-05,9.95708739e-01,2.84000935e+14
2.88478007e-05,5.87677706e-05,9.95453236e-01,2.75251589e+14
3.06595873e-05,6.05710829e-05,9.95191058e-01,2.67022311e+14
3.24718572e-05,6.23743951e-05,9.94922251e-01,2.59267991e+14
3.44320203e-05,6.43243142e-05,9.94624181e-01,2.51371528e+14
3.63927786e-05,6.62742332e-05,9.94318466e-01,2.43938770e+14
3.83541472e-05,6.82241523e-05,9.94005162e-01,2.36929968e+14
4.03161416e-05,7.01740713e-05,9.93684321e-01,2.30309781e+14
4.24321142e-05,7.22763068e-05,9.93330035e-01,2.23571642e+14
4.45488509e-05,7.43785423e-05,9.92967116e-01,2.17213431e+14
4.66663705e-05,7.64807777e-05,9.92595629e-01,2.11203828e+14
4.87846918e-05,7.85830132e-05,9.92215639e-01,2.05514857e+14
5.10633445e-05,8.08434536e-05,9.91797636e-01,1.99726885e+14
5.33429689e-05,8.31038941e-05,9.91369952e-01,1.94252804e+14
5.56235881e-05,8.53643345e-05,9.90932666e-01,1.89067689e+14
5.79052248e-05,8.76247749e-05,9.90485853e-01,1.84149179e+14
6.03538434e-05,9.00494995e-05,9.89996064e-01,1.79146717e+14
6.28036870e-05,9.24742240e-05,9.89495494e-01,1.74405605e+14
6.52547835e-05,9.48989485e-05,9.88984238e-01,1.69905820e+14
6.77071606e-05,9.73236731e-05,9.88462386e-01,1.65629327e+14
7.03335534e-05,9.99190173e-05,9.87892176e-01,1.61280894e+14
7.29614784e-05,1.02514361e-04,9.87310043e-01,1.57151647e+14
7.55909691e-05,1.05109706e-04,9.86716098e-01,1.53225360e+14
7.82220587e-05,1.07705050e-04,9.86110452e-01,1.49487364e+14
8.10346364e-05,1.10477637e-04,9.85450639e-01,1.45687120e+14
8.38491166e-05,1.13250224e-04,9.84777729e-01,1.42071954e+14
8.66655392e-05,1.16022812e-04,9.84091855e-01,1.38628608e+14
8.94839438e-05,1.18795399e-04,9.83393148e-01,1.35345056e+14
9.24918066e-05,1.21752173e-04,9.82634031e-01,1.32007154e+14
9.55020160e-05,1.24708946e-04,9.81860625e-01,1.28826532e+14
9.85146191e-05,1.27665719e-04,9.81073090e-01,1.25792272e+14
1.01529663e-04,1.30622493e-04,9.80271580e-01,1.22894441e+14
1.04742741e-04,1.33770790e-04,9.79402966e-01,1.19948720e+14
1.07958695e-04,1.36919087e-04,9.78518873e-01,1.17137467e+14
1.11177581e-04,1.40067385e-04,9.77619488e-01,1.14451623e+14
1.14399454e-04,1.43215682e-04,9.76704997e-01,1.11882924e+14
1.17828557e-04,1.46563213e-04,9.75716270e-01,1.09271722e+14
1.21261166e-04,1.49910744e-04,9.74710895e-01,1.06776138e+14
1.24697346e-04,1.53258274e-04,9.73689093e-01,1.04388606e+14
1.28137162e-04,1.56605805e-04,9.72651082e-01,1.02102204e+14
1.31794155e-04,1.60160741e-04,9.71531257e-01,9.97777875e+13
1.35455399e-04,1.63715677e-04,9.70393660e-01,9.75533211e+13
1.39120971e-04,1.67270612e-04,9.69238550e-01,9.54224419e+13
1.42790947e-04,1.70825548e-04,9.68066185e-01,9.33793153e+13
1.46688843e-04,1.74596515e-04,9.66804002e-01,9.13019742e+13
1.50591870e-04,1.78367482e-04,9.65522995e-01,8.93114802e+13
1.54500115e-04,1.82138449e-04,9.64223469e-01,8.74024495e+13
1.58413669e-04,1.85909416e-04,9.62905723e-01,8.55699336e+13
1.62566764e-04,1.89905521e-04,9.61489752e-01,8.37064507e+13
1.66726022e-04,1.93901625e-04,9.60054010e-01,8.19187957e+13
1.70891548e-04,1.97897730e-04,9.58598850e-01,8.02023855e+13
1.75063443e-04,2.01893835e-04,9.57124619e-01,7.85529994e+13
1.79487437e-04,2.06124657e-04,9.55543396e-01,7.68754572e+13
1.83918806e-04,2.10355480e-04,9.53941592e-01,7.52644247e+13
1.88357669e-04,2.14586303e-04,9.52319612e-01,7.37159792e+13
1.92804146e-04,2.18817126e-04,9.50677856e-01,7.22265006e+13
1.97516240e-04,2.23292675e-04,9.48920051e-01,7.07113392e+13
2.02237124e-04,2.27768225e-04,9.47141026e-01,6.92547657e+13
2.06966936e-04,2.32243774e-04,9.45341246e-01,6.78534048e+13
2.11705813e-04,2.36719323e-04,9.43521166e-01,6.65041356e+13
2.16724814e-04,2.41449982e-04,9.41575772e-01,6.51313903e+13
2.21754253e-04,2.46180641e-04,9.39608733e-01,6.38104624e+13
2.26794289e-04,2.50911300e-04,9.37620571e-01,6.25384336e+13
2.31845079e-04,2.55641959e-04,9.35611803e-01,6.13126006e+13
2.37191667e-04,2.60638566e-04,9.33468293e-01,6.00652477e+13
2.42550609e-04,2.65635174e-04,9.31302958e-01,5.88638989e+13
2.47922087e-04,2.70631782e-04,9.29116383e-01,5.77060190e+13
2.53306281e-04,2.75628390e-04,9.26909146e-01,5.65892562e+13
2.59002626e-04,2.80901695e-04,9.24557897e-01,5.54528349e+13
2.64713544e-04,2.86175000e-04,9.22184928e-01,5.43573956e+13
2.70439241e-04,2.91448306e-04,9.19790890e-01,5.33007270e+13
2.76179926e-04,2.96721611e-04,9.17376421e-01,5.22807745e+13
2.82250252e-04,3.02282599e-04,9.14808791e-01,5.12428484e+13
2.88337711e-04,3.07843587e-04,9.12219865e-01,5.02415464e+13
2.94442541e-04,3.13404575e-04,9.09610355e-01,4.92749326e+13
3.00564976e-04,3.18965563e-04,9.06980960e-01,4.83412058e+13
3.07035270e-04,3.24824973e-04,9.04189702e-01,4.73911074e+13
