# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1
# Delta_f0_over_b = -1
# rs_type = slip
# V0_over_Vs = 1.000000e-10
# bar_v0_over_cs = 2.718282e-10
# Delta_T = 1.000000e+01
# V_min = 2.138
# l_ini_over_lb = 1.000000e-02
# l_fin_over_lb = 1.000000e+04
# stop_reason = 0
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0
0.00000000e+00,1.00000000e-01,9.22682752e-01,7.53228555e+11
2.70949086e-07,1.00000250e-01,9.22682398e-01,7.53226458e+11
5.41898275e-07,1.00000500e-01,9.22682044e-01,7.53224360e+11
8.12847569e-07,1.00000750e-01,9.22681690e-01,7.53222263e+11
1.08379697e-06,1.00001000e-01,9.22681336e-01,7.53220166e+11
2.43854551e-06,1.00002250e-01,9.22679566e-01,7.53209680e+11
3.79329666e-06,1.00003500e-01,9.22677797e-01,7.53199194e+11
5.14805040e-06,1.00004750e-01,9.22676027e-01,7.53188708e+11
6.50280674e-06,1.00006000e-01,9.22674258e-01,7.53178222e+11
1.32766274e-05,1.00012250e-01,9.22665409e-01,7.53125799e+11
2.00505131e-05,1.00018500e-01,9.22656560e-01,7.53073382e+11
2.68244637e-05,1.00024750e-01,9.22647711e-01,7.53020971e+11
3.35984793e-05,1.00031000e-01,9.22638862e-01,7.52968566e+11
6.74695319e-05,1.00062250e-01,9.22594609e-01,7.52706639e+11
1.01342209e-04,1.00093500e-01,9.22550346e-01,7.52444871e+11
1.35216512e-04,1.00124750e-01,9.22506073e-01,7.52183261e+11
1.69092441e-04,1.00156000e-01,9.22461791e-01,7.51921809e+11
3.38496491e-04,1.00312250e-01,9.22240237e-01,7.50616922e+11
5.07941265e-04,1.00468500e-01,9.22018442e-01,7.49315974e+11
6.77426826e-04,1.00624750e-01,9.21796407e-01,7.48018945e+11
8.46953239e-04,1.00781000e-01,9.21574134e-01,7.46725817e+11
1.69520030e-03,1.01562250e-01,9.20459187e-01,7.40318077e+11
2.54447820e-03,1.02343500e-01,9.19338314e-01,7.34005217e+11
3.39479491e-03,1.03124750e-01,9.18211559e-01,7.27785094e+11
4.24615841e-03,1.03906000e-01,9.17078971e-01,7.21655624e+11
6.13634727e-03,1.05637065e-01,9.14548874e-01,7.08387124e+11
8.03180164e-03,1.07368129e-01,9.11990872e-01,6.95532935e+11
9.93260859e-03,1.09099194e-01,9.09405471e-01,6.83073444e+11
1.18388555e-02,1.10830258e-01,9.06793176e-01,6.70990258e+11
1.38333714e-02,1.12636129e-01,9.04039869e-01,6.58767305e+11
1.58340023e-02,1.14442000e-01,9.01258404e-01,6.46916724e+11
1.78408480e-02,1.16247871e-01,8.98449346e-01,6.35421272e+11
1.98540085e-02,1.18053742e-01,8.95613252e-01,6.24264758e+11
2.19514129e-02,1.19929091e-01,8.92640023e-01,6.13021465e+11
2.40558481e-02,1.21804439e-01,8.89638855e-01,6.02111283e+11
2.61674272e-02,1.23679787e-01,8.86610361e-01,5.91519173e+11
2.82862635e-02,1.25555135e-01,8.83555146e-01,5.81230992e+11
3.04911127e-02,1.27499721e-01,8.80359556e-01,5.70869716e+11
3.27040144e-02,1.29444307e-01,8.77136546e-01,5.60806954e+11
3.49250964e-02,1.31388893e-01,8.73886772e-01,5.51029569e+11
3.71544869e-02,1.33333479e-01,8.70610882e-01,5.41525184e+11
3.94713678e-02,1.35346623e-01,8.67192664e-01,5.31960889e+11
4.17974351e-02,1.37359768e-01,8.63747845e-01,5.22664491e+11
4.41328330e-02,1.39372912e-01,8.60277117e-01,5.13624494e+11
4.64777066e-02,1.41386057e-01,8.56781162e-01,5.04830057e+11
4.89111231e-02,1.43466537e-01,8.53142480e-01,4.95988611e+11
5.13549773e-02,1.45547017e-01,8.49478304e-01,4.87387838e+11
5.38094317e-02,1.47627498e-01,8.45789355e-01,4.79017676e+11
5.62746500e-02,1.49707978e-01,8.42076338e-01,4.70868618e+11
5.88288002e-02,1.51853847e-01,8.38222144e-01,4.62685567e+11
6.13947587e-02,1.53999715e-01,8.34343835e-01,4.54718860e+11
6.39727089e-02,1.56145584e-01,8.30442145e-01,4.46959686e+11
6.65628353e-02,1.58291453e-01,8.26517796e-01,4.39399709e+11
6.92416514e-02,1.60500102e-01,8.22455715e-01,4.31818259e+11
7.19337679e-02,1.62708751e-01,8.18371133e-01,4.24431329e+11
7.46393910e-02,1.64917399e-01,8.14264788e-01,4.17231207e+11
7.73587286e-02,1.67126048e-01,8.10137403e-01,4.10210585e+11
8.01655134e-02,1.69393952e-01,8.05878131e-01,4.03181127e+11
