# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1.1
# Delta_f0_over_b = -1
# rs_type = aging
# V0_over_Vs = 1.000000e-10
# bar_v0_over_cs = 2.718282e-10
# Delta_T = 5.000000e+01
# V_min = 2.138
# l_ini_over_lb = 1.000000e-02
# l_fin_over_lb = 1.000000e+04
# stop_reason = 0
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0
0.00000000e+00,1.00000000e-01,9.76289348e-01,3.90597761e+12
2.56071640e-07,1.00000250e-01,9.76289237e-01,3.90596738e+12
5.12143309e-07,1.00000500e-01,9.76289126e-01,3.90595715e+12
7.68215007e-07,1.00000750e-01,9.76289015e-01,3.90594692e+12
1.02428673e-06,1.00001000e-01,9.76288903e-01,3.90593669e+12
2.30464581e-06,1.00002250e-01,9.76288347e-01,3.90588554e+12
3.58500561e-06,1.00003500e-01,9.76287790e-01,3.90583439e+12
4.86536615e-06,1.00004750e-01,9.76287233e-01,3.90578324e+12
6.14572741e-06,1.00006000e-01,9.76286677e-01,3.90573210e+12
1.25475447e-05,1.00012250e-01,9.76283894e-01,3.90547639e+12
1.89493802e-05,1.00018500e-01,9.76281111e-01,3.90522071e+12
2.53512340e-05,1.00024750e-01,9.76278327e-01,3.90496506e+12
3.17531060e-05,1.00031000e-01,9.76275544e-01,3.90470944e+12
6.37627399e-05,1.00062250e-01,9.76261624e-01,3.90343184e+12
9.57728303e-05,1.00093500e-01,9.76247700e-01,3.90215502e+12
1.27783377e-04,1.00124750e-01,9.76233773e-01,3.90087900e+12
1.59794381e-04,1.00156000e-01,9.76219842e-01,3.89960376e+12
3.19856256e-04,1.00312250e-01,9.76150131e-01,3.89323938e+12
4.79929569e-04,1.00468500e-01,9.76080328e-01,3.88689462e+12
6.40014337e-04,1.00624750e-01,9.76010431e-01,3.88056938e+12
8.00110579e-04,1.00781000e-01,9.75940442e-01,3.87426357e+12
1.60076446e-03,1.01562250e-01,9.75589102e-01,3.84302284e+12
2.40170769e-03,1.02343500e-01,9.75235445e-01,3.81225457e+12
3.20294237e-03,1.03124750e-01,9.74879476e-01,3.78194804e+12
4.00447062e-03,1.03906000e-01,9.74521202e-01,3.75209284e+12
6.32005155e-03,1.06161374e-01,9.73474011e-01,3.66834563e+12
8.63814747e-03,1.08416747e-01,9.72407765e-01,3.58804771e+12
1.09588092e-02,1.10672121e-01,9.71322588e-01,3.51098836e+12
1.32820875e-02,1.12927495e-01,9.70218608e-01,3.43697363e+12
1.57358252e-02,1.15306707e-01,9.69033768e-01,3.36199778e+12
1.81925911e-02,1.17685919e-01,9.67828295e-01,3.29001803e+12
2.06524449e-02,1.20065131e-01,9.66602344e-01,3.22085645e+12
2.31154465e-02,1.22444344e-01,9.65356066e-01,3.15434886e+12
2.57041521e-02,1.24941649e-01,9.64026234e-01,3.08722933e+12
2.82964608e-02,1.27438955e-01,9.62674362e-01,3.02270494e+12
3.08924420e-02,1.29936261e-01,9.61300633e-01,2.96062622e+12
3.34921649e-02,1.32433567e-01,9.59905232e-01,2.90085497e+12
3.62208795e-02,1.35050852e-01,9.58419733e-01,2.84054905e+12
3.89538602e-02,1.37668138e-01,9.56910850e-01,2.78250080e+12
4.16911869e-02,1.40285423e-01,9.55378802e-01,2.72658403e+12
4.44329398e-02,1.42902709e-01,9.53823807e-01,2.67268179e+12
4.73071949e-02,1.45641873e-01,9.52172065e-01,2.61830895e+12
5.01864777e-02,1.48381037e-01,9.50495688e-01,2.56590839e+12
5.30708801e-02,1.51120202e-01,9.48794931e-01,2.51537306e+12
5.59604945e-02,1.53859366e-01,9.47070054e-01,2.46660352e+12
5.89861836e-02,1.56722145e-01,9.45241838e-01,2.41741993e+12
6.20177718e-02,1.59584925e-01,9.43387856e-01,2.36996597e+12
6.50553648e-02,1.62447704e-01,9.41508409e-01,2.32415042e+12
6.80990683e-02,1.65310483e-01,9.39603798e-01,2.27988835e+12
7.12824753e-02,1.68298424e-01,9.37589403e-01,2.23526239e+12
7.44727747e-02,1.71286365e-01,9.35548269e-01,2.19215873e+12
7.76700874e-02,1.74274306e-01,9.33480742e-01,2.15049928e+12
8.08745344e-02,1.77262247e-01,9.31387168e-01,2.11021123e+12
8.42224464e-02,1.80376757e-01,9.29177559e-01,2.06960301e+12
8.75783792e-02,1.83491266e-01,9.26940421e-01,2.03033911e+12
9.09424706e-02,1.86605776e-01,9.24676150e-01,1.99235248e+12
9.43148587e-02,1.89720286e-01,9.22385139e-01,1.95558042e+12
9.78344007e-02,1.92962419e-01,9.19972267e-01,1.91852871e+12
1.01363240e-01,1.96204553e-01,9.17531292e-01,1.88266782e+12
1.04901533e-01,1.99446686e-01,9.15062660e-01,1.84793992e+12
1.08449438e-01,2.02688820e-01,9.12566814e-01,1.81429088e+12
1.12148093e-01,2.06059245e-01,9.09943831e-01,1.78039963e+12
1.15857483e-01,2.09429671e-01,9.07292414e-01,1.74756615e+12
1.19577787e-01,2.12800097e-01,9.04613057e-01,1.71574043e+12
1.23309183e-01,2.16170522e-01,9.01906255e-01,1.68487559e+12
1.27194582e-01,2.19669280e-01,8.99067881e-01,1.65380487e+12
1.31092328e-01,2.23168037e-01,8.96201006e-01,1.62367600e+12
1.35002624e-01,2.26666794e-01,8.93306178e-01,1.59444562e+12
1.38925672e-01,2.30165552e-01,8.90383934e-01,1.56607302e+12
1.43005794e-01,2.33792195e-01,8.87326514e-01,1.53752787e+12
1.47100064e-01,2.37418839e-01,8.84240810e-01,1.50982316e+12
1.51208711e-01,2.41045482e-01,8.81127413e-01,1.48292125e+12
1.55331966e-01,2.44672125e-01,8.77986908e-01,1.45678669e+12
1.59614592e-01,2.48425202e-01,8.74708990e-01,1.43051346e+12
1.63913367e-01,2.52178279e-01,8.71403298e-01,1.40499148e+12
1.68228547e-01,2.55931355e-01,8.68070463e-01,1.38018800e+12
1.72560393e-01,2.59684432e-01,8.64711108e-01,1.35607212e+12
1.77053481e-01,2.63561801e-01,8.61213301e-01,1.33184880e+12
1.81564925e-01,2.67439170e-01,8.57688519e-01,1.30829802e+12
1.86095017e-01,2.71316540e-01,8.54137427e-01,1.28539122e+12
1.90644052e-01,2.75193909e-01,8.50560680e-01,1.26310144e+12
1.95355116e-01,2.79192209e-01,8.46846192e-01,1.24073573e+12
2.00086962e-01,2.83190509e-01,8.43105812e-01,1.21897270e+12
2.04839919e-01,2.87188809e-01,8.39340228e-01,1.19778746e+12
2.09614318e-01,2.91187109e-01,8.35550118e-01,1.17715645e+12
2.14550479e-01,2.95301834e-01,8.31624742e-01,1.15647992e+12
2.19510069e-01,2.99416559e-01,8.27674815e-01,1.13634383e+12
2.24493456e-01,3.03531283e-01,8.23701042e-01,1.11672649e+12
2.29501014e-01,3.07646008e-01,8.19704114e-01,1.09760732e+12
2.34668805e-01,3.11871402e-01,8.15576298e-01,1.07847192e+12
2.39862891e-01,3.16096797e-01,8.11425504e-01,1.05982132e+12
2.45083688e-01,3.20322191e-01,8.07252441e-01,1.04163660e+12
2.50331614e-01,3.24547586e-01,8.03057800e-01,1.02389980e+12
2.55736879e-01,3.28876651e-01,7.98738575e-01,1.00617454e+12
2.61171525e-01,3.33205717e-01,7.94398131e-01,9.88884177e+11
