# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1.1
# Delta_f0_over_b = 1
# rs_type = slip
# V0_over_Vs = 1.000000e-10
# bar_v0_over_cs = 3.678794e-11
# Delta_T = 5.000000e+01
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+04
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0
0.00000000e+00,1.00000000e+00,9.77431626e-01,3.58842953e+11
2.55772368e-07,1.00000025e+00,9.77431613e-01,3.58842851e+11
5.11544740e-07,1.00000050e+00,9.77431600e-01,3.58842749e+11
7.67317114e-07,1.00000075e+00,9.77431587e-01,3.58842647e+11
1.02308949e-06,1.00000100e+00,9.77431575e-01,3.58842545e+11
2.30195143e-06,1.00000225e+00,9.77431511e-01,3.58842036e+11
3.58081346e-06,1.00000350e+00,9.77431446e-01,3.58841527e+11
4.85967557e-06,1.00000475e+00,9.77431382e-01,3.58841018e+11
6.13853776e-06,1.00000600e+00,9.77431318e-01,3.58840509e+11
1.25328500e-05,1.00001225e+00,9.77430998e-01,3.58837963e+11
1.89271643e-05,1.00001850e+00,9.77430678e-01,3.58835417e+11
2.53214807e-05,1.00002475e+00,9.77430357e-01,3.58832871e+11
3.17157992e-05,1.00003100e+00,9.77430037e-01,3.58830325e+11
6.36874232e-05,1.00006225e+00,9.77428435e-01,3.58817596e+11
9.56590996e-05,1.00009350e+00,9.77426834e-01,3.58804868e+11
1.27630828e-04,1.00012475e+00,9.77425232e-01,3.58792141e+11
1.59602609e-04,1.00015600e+00,9.77423630e-01,3.58779415e+11
3.19462301e-04,1.00031225e+00,9.77415620e-01,3.58715795e+11
4.79323303e-04,1.00046850e+00,9.77407608e-01,3.58652194e+11
6.39185616e-04,1.00062475e+00,9.77399594e-01,3.58588614e+11
7.99049239e-04,1.00078100e+00,9.77391579e-01,3.58525053e+11
1.59838703e-03,1.00156225e+00,9.77351475e-01,3.58207541e+11
2.39775764e-03,1.00234350e+00,9.77311329e-01,3.57890520e+11
3.19716110e-03,1.00312475e+00,9.77271140e-01,3.57573988e+11
3.99659746e-03,1.00390600e+00,9.77230907e-01,3.57257943e+11
7.99427397e-03,1.00781225e+00,9.77029097e-01,3.55684991e+11
1.19927785e-02,1.01171850e+00,9.76826205e-01,3.54124057e+11
1.59921159e-02,1.01562475e+00,9.76622229e-01,3.52575003e+11
1.99922908e-02,1.01953100e+00,9.76417168e-01,3.51037692e+11
3.85283576e-02,1.03762104e+00,9.75453294e-01,3.44067598e+11
5.70829732e-02,1.05571107e+00,9.74465859e-01,3.37333680e+11
7.56566260e-02,1.07380111e+00,9.73454639e-01,3.30823965e+11
9.42498121e-02,1.09189114e+00,9.72419413e-01,3.24527265e+11
1.13606132e-01,1.11070297e+00,9.71317183e-01,3.18194027e+11
1.32984694e-01,1.12951481e+00,9.70188513e-01,3.12068858e+11
1.52386078e-01,1.14832664e+00,9.69033164e-01,3.06141493e+11
1.71810878e-01,1.16713848e+00,9.67850897e-01,3.00402327e+11
1.91727710e-01,1.18640271e+00,9.66612057e-01,2.94710789e+11
2.11670380e-01,1.20566694e+00,9.65344496e-01,2.89198133e+11
2.31639553e-01,1.22493117e+00,9.64047971e-01,2.83855885e+11
2.51635902e-01,1.24419540e+00,9.62722242e-01,2.78676088e+11
2.72102194e-01,1.26388463e+00,9.61336841e-01,2.73542113e+11
2.92598333e-01,1.28357386e+00,9.59920439e-01,2.68562552e+11
3.13125069e-01,1.30326308e+00,9.58472797e-01,2.63730372e+11
3.33683170e-01,1.32295231e+00,9.56993675e-01,2.59038956e+11
3.54695478e-01,1.34304481e+00,9.55451563e-01,2.54390106e+11
3.75742094e-01,1.36313730e+00,9.53876187e-01,2.49875133e+11
3.96823868e-01,1.38322980e+00,9.52267315e-01,2.45488170e+11
4.17941664e-01,1.40332230e+00,9.50624716e-01,2.41223685e+11
4.39498600e-01,1.42379650e+00,9.48915988e-01,2.36998774e+11
4.61094792e-01,1.44427069e+00,9.47171782e-01,2.32890412e+11
4.82731198e-01,1.46474489e+00,9.45391878e-01,2.28893681e+11
5.04408789e-01,1.48521908e+00,9.43576063e-01,2.25003932e+11
5.26511840e-01,1.50605422e+00,9.41691156e-01,2.21150901e+11
5.48659619e-01,1.52688937e+00,9.39768638e-01,2.17399731e+11
5.70853200e-01,1.54772451e+00,9.37808311e-01,2.13746280e+11
5.93093672e-01,1.56855965e+00,9.35809982e-01,2.10186625e+11
6.15746581e-01,1.58973508e+00,9.33739887e-01,2.06661109e+11
6.38450250e-01,1.61091052e+00,9.31630167e-01,2.03224946e+11
