# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1.1
# Delta_f0_over_b = 1
# rs_type = aging
# V0_over_Vs = 1.000000e-10
# bar_v0_over_cs = 3.678794e-11
# Delta_T = 1.000000e+01
# V_min = 2.138
# l_ini_over_lb = 3.000000e-04
# l_fin_over_lb = 1.000000e+04
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0
0.00000000e+00,3.00000000e-02,4.39258959e-01,1.56129780e+12
5.69143468e-07,3.00002500e-02,4.39254154e-01,1.56127134e+12
1.13829316e-06,3.00005000e-02,4.39249349e-01,1.56124487e+12
1.70744908e-06,3.00007500e-02,4.39244545e-01,1.56121841e+12
2.27661123e-06,3.00010000e-02,4.39239740e-01,1.56119195e+12
5.12251534e-06,3.00022500e-02,4.39215717e-01,1.56105965e+12
7.96857512e-06,3.00035000e-02,4.39191695e-01,1.56092736e+12
1.08147906e-05,3.00047500e-02,4.39167673e-01,1.56079508e+12
1.36611617e-05,3.00060000e-02,4.39143651e-01,1.56066281e+12
2.78953532e-05,3.00122500e-02,4.39023547e-01,1.56000161e+12
4.21334392e-05,3.00185000e-02,4.38903452e-01,1.55934066e+12
5.63754215e-05,3.00247500e-02,4.38783365e-01,1.55867995e+12
7.06213019e-05,3.00310000e-02,4.38663287e-01,1.55801950e+12
1.41909242e-04,3.00622500e-02,4.38063024e-01,1.55472098e+12
2.13294914e-04,3.00935000e-02,4.37462973e-01,1.55142867e+12
2.84778554e-04,3.01247500e-02,4.36863136e-01,1.54814256e+12
3.56360394e-04,3.01560000e-02,4.36263510e-01,1.54486263e+12
7.15750884e-04,3.03122500e-02,4.33268559e-01,1.52855501e+12
1.07763207e-03,3.04685000e-02,4.30278873e-01,1.51239900e+12
1.44203425e-03,3.06247500e-02,4.27294416e-01,1.49639228e+12
1.80898831e-03,3.07810000e-02,4.24315151e-01,1.48053254e+12
2.35812001e-03,3.10127914e-02,4.19905001e-01,1.45727116e+12
2.91304214e-03,3.12445828e-02,4.15506074e-01,1.43432117e+12
3.47386297e-03,3.14763742e-02,4.11118248e-01,1.41167565e+12
4.04069399e-03,3.17081655e-02,4.06741400e-01,1.38932785e+12
4.60869758e-03,3.19379641e-02,4.02412895e-01,1.36745962e+12
5.18283637e-03,3.21677627e-02,3.98094939e-01,1.34587139e+12
5.76322895e-03,3.23975612e-02,3.93787411e-01,1.32455712e+12
6.34999758e-03,3.26273598e-02,3.89490189e-01,1.30351097e+12
6.93038174e-03,3.28521938e-02,3.85295661e-01,1.28317351e+12
7.51711152e-03,3.30770279e-02,3.81110772e-01,1.26308208e+12
8.11031222e-03,3.33018619e-02,3.76935410e-01,1.24323163e+12
8.71011308e-03,3.35266959e-02,3.72769462e-01,1.22361727e+12
9.30205222e-03,3.37461493e-02,3.68712186e-01,1.20469542e+12
9.90053396e-03,3.39656027e-02,3.64663675e-01,1.18598962e+12
1.05056900e-02,3.41850560e-02,3.60623827e-01,1.16749568e+12
1.11176562e-02,3.44045094e-02,3.56592542e-01,1.14920949e+12
1.17206345e-02,3.46183425e-02,3.52672642e-01,1.13158765e+12
1.23303453e-02,3.48321757e-02,3.48760693e-01,1.11415569e+12
1.29469267e-02,3.50460088e-02,3.44856607e-01,1.09691012e+12
1.35705212e-02,3.52598419e-02,3.40960298e-01,1.07984751e+12
1.41839836e-02,3.54678454e-02,3.37177594e-01,1.06342248e+12
1.48043604e-02,3.56758489e-02,3.33402097e-01,1.04716446e+12
1.54317959e-02,3.58838524e-02,3.29633734e-01,1.03107055e+12
1.60664387e-02,3.60918559e-02,3.25872435e-01,1.01513793e+12
1.66900810e-02,3.62939438e-02,3.22224807e-01,9.99810285e+11
1.73208170e-02,3.64960318e-02,3.18583726e-01,9.84629824e+11
