# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1
# Delta_f0_over_b_i = 1
# rs_type = slip
# V0_over_Vs = 1.000000e-10
# df_dts = 0.000000e+00
# bar_v0_over_cs = 3.678794e-11
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+03
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0,df0_over_b
3.87177008e-01,1.58358557e+00,2.09745993e-10,8.38983972e+00,1.00000000e+00
3.99054429e-01,1.60885815e+00,2.15875243e-10,8.63500973e+00,1.00000000e+00
4.10593712e-01,1.63413073e+00,2.22218591e-10,8.88874366e+00,1.00000000e+00
4.21802738e-01,1.65940331e+00,2.28783474e-10,9.15133894e+00,1.00000000e+00
4.32018095e-01,1.68309611e+00,2.35146039e-10,9.40584156e+00,1.00000000e+00
4.41956407e-01,1.70678891e+00,2.41716668e-10,9.66866672e+00,1.00000000e+00
4.51623955e-01,1.73048171e+00,2.48502166e-10,9.94008667e+00,1.00000000e+00
4.61026947e-01,1.75417451e+00,2.55509575e-10,1.02203830e+01,1.00000000e+00
4.69742662e-01,1.77674128e+00,2.62396951e-10,1.04958781e+01,1.00000000e+00
4.78229155e-01,1.79930804e+00,2.69498760e-10,1.07799504e+01,1.00000000e+00
4.86491580e-01,1.82187480e+00,2.76821719e-10,1.10728688e+01,1.00000000e+00
4.94535022e-01,1.84444156e+00,2.84372766e-10,1.13749106e+01,1.00000000e+00
5.02073135e-01,1.86615753e+00,2.91861161e-10,1.16744464e+01,1.00000000e+00
5.09417506e-01,1.88787350e+00,2.99573997e-10,1.19829599e+01,1.00000000e+00
5.16572469e-01,1.90958947e+00,3.07518072e-10,1.23007229e+01,1.00000000e+00
5.23542295e-01,1.93130544e+00,3.15700397e-10,1.26280159e+01,1.00000000e+00
5.30120068e-01,1.95233740e+00,3.23858930e-10,1.29543572e+01,1.00000000e+00
5.36531884e-01,1.97336936e+00,3.32254501e-10,1.32901800e+01,1.00000000e+00
5.42781440e-01,1.99440131e+00,3.40894092e-10,1.36357637e+01,1.00000000e+00
5.48872377e-01,2.01543327e+00,3.49784897e-10,1.39913959e+01,1.00000000e+00
5.54650103e-01,2.03589769e+00,3.58683978e-10,1.43473591e+01,1.00000000e+00
5.60284286e-01,2.05636211e+00,3.67834955e-10,1.47133982e+01,1.00000000e+00
5.65778115e-01,2.07682653e+00,3.77245069e-10,1.50898028e+01,1.00000000e+00
5.71134725e-01,2.09729095e+00,3.86921782e-10,1.54768713e+01,1.00000000e+00
5.76236592e-01,2.11727686e+00,3.96636902e-10,1.58654761e+01,1.00000000e+00
5.81213341e-01,2.13726277e+00,4.06620990e-10,1.62648396e+01,1.00000000e+00
5.86067746e-01,2.15724867e+00,4.16881622e-10,1.66752649e+01,1.00000000e+00
5.90802529e-01,2.17723458e+00,4.27426596e-10,1.70970638e+01,1.00000000e+00
5.95325340e-01,2.19680412e+00,4.38035129e-10,1.75214052e+01,1.00000000e+00
5.99738493e-01,2.21637367e+00,4.48931724e-10,1.79572690e+01,1.00000000e+00
6.04044412e-01,2.23594321e+00,4.60124348e-10,1.84049739e+01,1.00000000e+00
6.08245477e-01,2.25551276e+00,4.71621198e-10,1.88648479e+01,1.00000000e+00
6.12270624e-01,2.27472754e+00,4.83213785e-10,1.93285514e+01,1.00000000e+00
6.16199107e-01,2.29394233e+00,4.95115997e-10,1.98046399e+01,1.00000000e+00
6.20033058e-01,2.31315711e+00,5.07336264e-10,2.02934506e+01,1.00000000e+00
6.23774569e-01,2.33237189e+00,5.19883256e-10,2.07953302e+01,1.00000000e+00
6.27365457e-01,2.35126581e+00,5.32547949e-10,2.13019180e+01,1.00000000e+00
6.30870869e-01,2.37015972e+00,5.45545865e-10,2.18218346e+01,1.00000000e+00
6.34292687e-01,2.38905363e+00,5.58885947e-10,2.23554379e+01,1.00000000e+00
6.37632755e-01,2.40794755e+00,5.72577384e-10,2.29030954e+01,1.00000000e+00
6.40845179e-01,2.42656165e+00,5.86418834e-10,2.34567533e+01,1.00000000e+00
6.43981714e-01,2.44517575e+00,6.00619749e-10,2.40247899e+01,1.00000000e+00
6.47044027e-01,2.46378985e+00,6.15189655e-10,2.46075862e+01,1.00000000e+00
6.50033754e-01,2.48240395e+00,6.30138337e-10,2.52055335e+01,1.00000000e+00
6.52913962e-01,2.50076935e+00,6.45268320e-10,2.58107328e+01,1.00000000e+00
6.55726584e-01,2.51913475e+00,6.60786719e-10,2.64314688e+01,1.00000000e+00
6.58473100e-01,2.53750016e+00,6.76703710e-10,2.70681484e+01,1.00000000e+00
6.61154964e-01,2.55586556e+00,6.93029742e-10,2.77211897e+01,1.00000000e+00
6.63741094e-01,2.57400025e+00,7.09562527e-10,2.83825011e+01,1.00000000e+00
6.66266922e-01,2.59213494e+00,7.26515204e-10,2.90606082e+01,1.00000000e+00
6.68733769e-01,2.61026963e+00,7.43898654e-10,2.97559462e+01,1.00000000e+00
6.71142930e-01,2.62840432e+00,7.61724050e-10,3.04689620e+01,1.00000000e+00
6.73469423e-01,2.64633429e+00,7.79793932e-10,3.11917573e+01,1.00000000e+00
6.75741968e-01,2.66426425e+00,7.98318420e-10,3.19327368e+01,1.00000000e+00
6.77961745e-01,2.68219421e+00,8.17309182e-10,3.26923673e+01,1.00000000e+00
6.80129909e-01,2.70012417e+00,8.36778197e-10,3.34711279e+01,1.00000000e+00
6.82225779e-01,2.71786726e+00,8.56527151e-10,3.42610860e+01,1.00000000e+00
6.84273294e-01,2.73561034e+00,8.76768693e-10,3.50707477e+01,1.00000000e+00
6.86273508e-01,2.75335343e+00,8.97515357e-10,3.59006143e+01,1.00000000e+00
6.88227458e-01,2.77109651e+00,9.18780004e-10,3.67512001e+01,1.00000000e+00
6.90117562e-01,2.78866472e+00,9.40358367e-10,3.76143347e+01,1.00000000e+00
6.91964268e-01,2.80623292e+00,9.62470624e-10,3.84988250e+01,1.00000000e+00
6.93768521e-01,2.82380112e+00,9.85130246e-10,3.94052098e+01,1.00000000e+00
6.95531250e-01,2.84136933e+00,1.00835106e-09,4.03340422e+01,1.00000000e+00
6.97237996e-01,2.85877895e+00,1.03192981e-09,4.12771925e+01,1.00000000e+00
6.98905723e-01,2.87618857e+00,1.05608774e-09,4.22435095e+01,1.00000000e+00
7.00535280e-01,2.89359819e+00,1.08083934e-09,4.32335734e+01,1.00000000e+00
7.02127498e-01,2.91100782e+00,1.10619948e-09,4.42479793e+01,1.00000000e+00
7.03669841e-01,2.92826626e+00,1.13195507e-09,4.52782030e+01,1.00000000e+00
7.05177072e-01,2.94552470e+00,1.15833892e-09,4.63335569e+01,1.00000000e+00
7.06649953e-01,2.96278315e+00,1.18536664e-09,4.74146657e+01,1.00000000e+00
7.08089235e-01,2.98004159e+00,1.21305426e-09,4.85221704e+01,1.00000000e+00
7.09484758e-01,2.99716485e+00,1.24119335e-09,4.96477341e+01,1.00000000e+00
7.10848627e-01,3.01428812e+00,1.27001465e-09,5.08005861e+01,1.00000000e+00
7.12181530e-01,3.03141138e+00,1.29953500e-09,5.19814002e+01,1.00000000e+00
