# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1
# Delta_f0_over_b_i = 1
# rs_type = aging
# V0_over_Vs = 1.000000e-10
# df_dts = 1.000000e+00
# bar_v0_over_cs = 3.678794e-11
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+04
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0,df0_over_b
0.00000000e+00,1.00000000e+00,9.40776663e-11,3.76310665e+00,1.00000000e+00
2.65737839e-07,1.00000025e+00,9.40776983e-11,3.76310893e+00,1.00000027e+00
5.31475588e-07,1.00000050e+00,9.40777303e-11,3.76311121e+00,1.00000053e+00
7.97213246e-07,1.00000075e+00,9.40777623e-11,3.76311349e+00,1.00000080e+00
1.06295081e-06,1.00000100e+00,9.40777944e-11,3.76311577e+00,1.00000106e+00
2.39163730e-06,1.00000225e+00,9.40779545e-11,3.76312718e+00,1.00000239e+00
3.72032152e-06,1.00000350e+00,9.40781147e-11,3.76313859e+00,1.00000372e+00
5.04900347e-06,1.00000475e+00,9.40782748e-11,3.76314999e+00,1.00000505e+00
6.37768317e-06,1.00000600e+00,9.40784350e-11,3.76316140e+00,1.00000638e+00
1.30210477e-05,1.00001225e+00,9.40792357e-11,3.76321843e+00,1.00001302e+00
1.96643557e-05,1.00001850e+00,9.40800364e-11,3.76327546e+00,1.00001966e+00
2.63076072e-05,1.00002475e+00,9.40808372e-11,3.76333249e+00,1.00002631e+00
3.29508021e-05,1.00003100e+00,9.40816380e-11,3.76338952e+00,1.00003295e+00
6.61659286e-05,1.00006225e+00,9.40856420e-11,3.76367469e+00,1.00006617e+00
9.93796415e-05,1.00009350e+00,9.40896464e-11,3.76395988e+00,1.00009938e+00
1.32591941e-04,1.00012475e+00,9.40936512e-11,3.76424509e+00,1.00013259e+00
1.65802826e-04,1.00015600e+00,9.40976562e-11,3.76453032e+00,1.00016580e+00
3.31836051e-04,1.00031225e+00,9.41176866e-11,3.76595673e+00,1.00033184e+00
4.97833937e-04,1.00046850e+00,9.41377253e-11,3.76738361e+00,1.00049783e+00
6.63796484e-04,1.00062475e+00,9.41577724e-11,3.76881096e+00,1.00066380e+00
8.29723692e-04,1.00078100e+00,9.41778278e-11,3.77023877e+00,1.00082972e+00
1.65882967e-03,1.00156225e+00,9.42782302e-11,3.77738487e+00,1.00165883e+00
2.48705223e-03,1.00234350e+00,9.43788417e-11,3.78454267e+00,1.00248705e+00
3.31439143e-03,1.00312475e+00,9.44796622e-11,3.79171219e+00,1.00331439e+00
4.14084732e-03,1.00390600e+00,9.45806919e-11,3.79889344e+00,1.00414085e+00
8.25987938e-03,1.00781225e+00,9.50889815e-11,3.83497620e+00,1.00825988e+00
1.23568396e-02,1.01171850e+00,9.56025150e-11,3.87135440e+00,1.01235684e+00
1.64317401e-02,1.01562475e+00,9.61213042e-11,3.90802978e+00,1.01643174e+00
2.04845958e-02,1.01953100e+00,9.66453606e-11,3.94500407e+00,1.02048460e+00
2.72336883e-02,1.02608362e+00,9.75363088e-11,4.00770329e+00,1.02723369e+00
3.39209030e-02,1.03263624e+00,9.84421603e-11,4.07125629e+00,1.03392090e+00
4.05463640e-02,1.03918886e+00,9.93629641e-11,4.13567084e+00,1.04054636e+00
4.71102164e-02,1.04574148e+00,1.00298767e-10,4.20095455e+00,1.04711022e+00
5.46171459e-02,1.05331192e+00,1.01398663e-10,4.27747073e+00,1.05461715e+00
6.20423518e-02,1.06088236e+00,1.02518705e-10,4.35516827e+00,1.06204235e+00
6.93861563e-02,1.06845281e+00,1.03658959e-10,4.43405823e+00,1.06938616e+00
7.66489140e-02,1.07602325e+00,1.04819485e-10,4.51415138e+00,1.07664891e+00
8.44871474e-02,1.08428955e+00,1.06109906e-10,4.60299319e+00,1.08448715e+00
9.22297533e-02,1.09255586e+00,1.07424641e-10,4.69329556e+00,1.09222975e+00
9.98773135e-02,1.10082217e+00,1.08763758e-10,4.78507162e+00,1.09987731e+00
1.07430447e-01,1.10908848e+00,1.10127326e-10,4.87833417e+00,1.10743045e+00
1.15484736e-01,1.11801855e+00,1.11627936e-10,4.98077033e+00,1.11548474e+00
1.23430460e-01,1.12694863e+00,1.13157235e-10,5.08497139e+00,1.12343046e+00
1.31268529e-01,1.13587871e+00,1.14715302e-10,5.19095243e+00,1.13126853e+00
