# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1.1
# Delta_f0_over_b_i = 1
# rs_type = slip
# V0_over_Vs = 1.000000e-10
# df_dts = 0.000000e+00
# bar_v0_over_cs = 3.678794e-11
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+04
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0,df0_over_b
0.00000000e+00,1.00000000e+00,9.34736926e-11,3.29330559e+00,1.00000000e+00
2.67454912e-07,1.00000025e+00,9.34737058e-11,3.29330601e+00,1.00000000e+00
5.34909786e-07,1.00000050e+00,9.34737190e-11,3.29330643e+00,1.00000000e+00
8.02364623e-07,1.00000075e+00,9.34737323e-11,3.29330685e+00,1.00000000e+00
1.06981942e-06,1.00000100e+00,9.34737455e-11,3.29330727e+00,1.00000000e+00
2.40709285e-06,1.00000225e+00,9.34738116e-11,3.29330936e+00,1.00000000e+00
3.74436533e-06,1.00000350e+00,9.34738777e-11,3.29331145e+00,1.00000000e+00
5.08163686e-06,1.00000475e+00,9.34739438e-11,3.29331354e+00,1.00000000e+00
6.41890745e-06,1.00000600e+00,9.34740099e-11,3.29331563e+00,1.00000000e+00
1.31052462e-05,1.00001225e+00,9.34743404e-11,3.29332609e+00,1.00000000e+00
1.97915613e-05,1.00001850e+00,9.34746708e-11,3.29333654e+00,1.00000000e+00
2.64778528e-05,1.00002475e+00,9.34750013e-11,3.29334700e+00,1.00000000e+00
3.31641206e-05,1.00003100e+00,9.34753318e-11,3.29335746e+00,1.00000000e+00
6.65951052e-05,1.00006225e+00,9.34769843e-11,3.29340974e+00,1.00000000e+00
1.00025499e-04,1.00009350e+00,9.34786368e-11,3.29346203e+00,1.00000000e+00
1.33455301e-04,1.00012475e+00,9.34802894e-11,3.29351432e+00,1.00000000e+00
1.66884513e-04,1.00015600e+00,9.34819420e-11,3.29356660e+00,1.00000000e+00
3.34021707e-04,1.00031225e+00,9.34902056e-11,3.29382806e+00,1.00000000e+00
5.01144127e-04,1.00046850e+00,9.34984701e-11,3.29408955e+00,1.00000000e+00
6.68251775e-04,1.00062475e+00,9.35067356e-11,3.29435106e+00,1.00000000e+00
8.35344651e-04,1.00078100e+00,9.35150021e-11,3.29461260e+00,1.00000000e+00
1.67058749e-03,1.00156225e+00,9.35563489e-11,3.29592073e+00,1.00000000e+00
2.50546117e-03,1.00234350e+00,9.35977198e-11,3.29722955e+00,1.00000000e+00
3.33996580e-03,1.00312475e+00,9.36391148e-11,3.29853907e+00,1.00000000e+00
4.17410150e-03,1.00390600e+00,9.36805338e-11,3.29984929e+00,1.00000000e+00
8.33924989e-03,1.00781225e+00,9.38879903e-11,3.30641082e+00,1.00000000e+00
1.24951917e-02,1.01171850e+00,9.40960489e-11,3.31298976e+00,1.00000000e+00
1.66419412e-02,1.01562475e+00,9.43047099e-11,3.31958610e+00,1.00000000e+00
2.07795123e-02,1.01953100e+00,9.45139732e-11,3.32619984e+00,1.00000000e+00
3.55063211e-02,1.03350521e+00,9.52675260e-11,3.35000215e+00,1.00000000e+00
5.01165122e-02,1.04747942e+00,9.60287963e-11,3.37402672e+00,1.00000000e+00
6.46107569e-02,1.06145363e+00,9.67977899e-11,3.39827326e+00,1.00000000e+00
7.89897379e-02,1.07542784e+00,9.75745129e-11,3.42274147e+00,1.00000000e+00
9.77504246e-02,1.09383017e+00,9.86091626e-11,3.45530075e+00,1.00000000e+00
1.16314035e-01,1.11223249e+00,9.96572392e-11,3.48824325e+00,1.00000000e+00
1.34682204e-01,1.13063481e+00,1.00718756e-10,3.52156827e+00,1.00000000e+00
1.52856588e-01,1.14903713e+00,1.01793725e-10,3.55527514e+00,1.00000000e+00
1.73740862e-01,1.17042767e+00,1.03060174e-10,3.59493437e+00,1.00000000e+00
1.94368255e-01,1.19181820e+00,1.04344837e-10,3.63510753e+00,1.00000000e+00
2.14741472e-01,1.21320874e+00,1.05647734e-10,3.67579356e+00,1.00000000e+00
2.34863245e-01,1.23459928e+00,1.06968885e-10,3.71699138e+00,1.00000000e+00
2.57181428e-01,1.25864010e+00,1.08475540e-10,3.76390315e+00,1.00000000e+00
2.79189433e-01,1.28268092e+00,1.10005308e-10,3.81145865e+00,1.00000000e+00
3.00891230e-01,1.30672174e+00,1.11558220e-10,3.85965641e+00,1.00000000e+00
3.22290809e-01,1.33076256e+00,1.13134305e-10,3.90849502e+00,1.00000000e+00
3.45826609e-01,1.35759877e+00,1.14921064e-10,3.96376769e+00,1.00000000e+00
3.68996401e-01,1.38443498e+00,1.16736783e-10,4.01983534e+00,1.00000000e+00
3.91805775e-01,1.41127119e+00,1.18581506e-10,4.07669610e+00,1.00000000e+00
4.14260315e-01,1.43810740e+00,1.20455279e-10,4.13434816e+00,1.00000000e+00
4.39142796e-01,1.46834512e+00,1.22601421e-10,4.20025361e+00,1.00000000e+00
4.63589820e-01,1.49858284e+00,1.24784575e-10,4.26715913e+00,1.00000000e+00
4.87609295e-01,1.52882055e+00,1.27004812e-10,4.33506236e+00,1.00000000e+00
5.11209078e-01,1.55905827e+00,1.29262204e-10,4.40396102e+00,1.00000000e+00
5.38134219e-01,1.59421964e+00,1.31933993e-10,4.48532747e+00,1.00000000e+00
5.64514554e-01,1.62938100e+00,1.34656247e-10,4.56803386e+00,1.00000000e+00
5.90362088e-01,1.66454237e+00,1.37429089e-10,4.65207702e+00,1.00000000e+00
6.15688671e-01,1.69970373e+00,1.40252644e-10,4.73745391e+00,1.00000000e+00
6.44122607e-01,1.74004919e+00,1.43555147e-10,4.83705811e+00,1.00000000e+00
6.71903405e-01,1.78039464e+00,1.46924798e-10,4.93841072e+00,1.00000000e+00
6.99048105e-01,1.82074009e+00,1.50361801e-10,5.04150780e+00,1.00000000e+00
7.25573415e-01,1.86108555e+00,1.53866364e-10,5.14634560e+00,1.00000000e+00
7.51087043e-01,1.90078773e+00,1.57381215e-10,5.25120796e+00,1.00000000e+00
7.76031973e-01,1.94048992e+00,1.60961909e-10,5.35774973e+00,1.00000000e+00
8.00423117e-01,1.98019211e+00,1.64608656e-10,5.46596791e+00,1.00000000e+00
8.24275046e-01,2.01989430e+00,1.68321669e-10,5.57585962e+00,1.00000000e+00
8.47366294e-01,2.05919090e+00,1.72062220e-10,5.68627422e+00,1.00000000e+00
8.69956681e-01,2.09848751e+00,1.75868118e-10,5.79832344e+00,1.00000000e+00
8.92059332e-01,2.13778411e+00,1.79739577e-10,5.91200495e+00,1.00000000e+00
9.13687046e-01,2.17708072e+00,1.83676813e-10,6.02731648e+00,1.00000000e+00
9.34820471e-01,2.21631760e+00,1.87673910e-10,6.14407707e+00,1.00000000e+00
