# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1.1
# Delta_f0_over_b_i = 1
# rs_type = aging
# V0_over_Vs = 1.000000e-10
# df_dts = 1.000000e+00
# bar_v0_over_cs = 3.678794e-11
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+04
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0,df0_over_b
8.79258262e-01,3.02443960e+00,7.79023995e-10,4.65894037e+01,1.87925826e+00
8.82030747e-01,3.04622359e+00,7.92480208e-10,4.74256433e+01,1.88203075e+00
8.84756304e-01,3.06800758e+00,8.06080710e-10,4.82705063e+01,1.88475630e+00
8.87436019e-01,3.08979157e+00,8.19826117e-10,4.91240204e+01,1.88743602e+00
8.90070945e-01,3.11157556e+00,8.33717049e-10,4.99862133e+01,1.89007094e+00
8.92733909e-01,3.13396841e+00,8.48148559e-10,5.08815792e+01,1.89273391e+00
8.95351705e-01,3.15636125e+00,8.62735165e-10,5.17861746e+01,1.89535171e+00
8.97925380e-01,3.17875409e+00,8.77477540e-10,5.27000296e+01,1.89792538e+00
9.00455951e-01,3.20114693e+00,8.92376364e-10,5.36231747e+01,1.90045595e+00
9.03013138e-01,3.22416364e+00,9.07854031e-10,5.45817523e+01,1.90301314e+00
9.05526867e-01,3.24718035e+00,9.23498433e-10,5.55502090e+01,1.90552687e+00
9.07998147e-01,3.27019706e+00,9.39310308e-10,5.65285778e+01,1.90799815e+00
9.10427956e-01,3.29321377e+00,9.55290401e-10,5.75168920e+01,1.91042796e+00
9.12884186e-01,3.31688090e+00,9.71898268e-10,5.85435405e+01,1.91288419e+00
9.15298577e-01,3.34054804e+00,9.88685579e-10,5.95807747e+01,1.91529858e+00
9.17672101e-01,3.36421517e+00,1.00565314e-09,6.06286306e+01,1.91767210e+00
9.20005705e-01,3.38788231e+00,1.02280177e-09,6.16871447e+01,1.92000571e+00
9.22363955e-01,3.41221164e+00,1.04061980e-09,6.27864227e+01,1.92236395e+00
9.24681953e-01,3.43654096e+00,1.05863090e-09,6.38970404e+01,1.92468195e+00
9.26960638e-01,3.46087029e+00,1.07683595e-09,6.50190372e+01,1.92696064e+00
9.29200921e-01,3.48519962e+00,1.09523586e-09,6.61524528e+01,1.92920092e+00
9.31464765e-01,3.51020943e+00,1.11435444e-09,6.73295137e+01,1.93146476e+00
9.33689892e-01,3.53521925e+00,1.13368082e-09,6.85187249e+01,1.93368989e+00
9.35877205e-01,3.56022907e+00,1.15321596e-09,6.97201296e+01,1.93587721e+00
9.38027583e-01,3.58523889e+00,1.17296084e-09,7.09337708e+01,1.93802758e+00
9.40201545e-01,3.61096068e+00,1.19348761e-09,7.21947713e+01,1.94020155e+00
9.42338236e-01,3.63668248e+00,1.21423830e-09,7.34688068e+01,1.94233824e+00
9.44438528e-01,3.66240427e+00,1.23521397e-09,7.47559243e+01,1.94443853e+00
